"mcp_code","mcp_name","province","region","month","mean_monthly","total_monthly","month_char","pop_tot","incidence"
"53039","Hensies","Hainaut","Wallonia",5,1.32258064516129,41,"May",6849,59.8627536866696
"53039","Hensies","Hainaut","Wallonia",6,1,30,"June",6849,43.8020148926851
"53039","Hensies","Hainaut","Wallonia",7,0.612903225806451,19,"July",6849,27.7412760987005
"53039","Hensies","Hainaut","Wallonia",8,0.935483870967742,29,"August",6849,42.3419477295956
"53039","Hensies","Hainaut","Wallonia",9,0.566666666666667,17,"September",6849,24.8211417725215
"53039","Hensies","Hainaut","Wallonia",10,1.58064516129032,49,"October",6849,71.5432909913856
"53039","Hensies","Hainaut","Wallonia",11,4.63333333333333,139,"November",6849,202.949335669441
"53039","Hensies","Hainaut","Wallonia",12,4.48387096774194,139,"December",6849,202.949335669441
"53044","Jurbeke","Hainaut","Wallonia",1,2.03225806451613,63,"January",10522,59.8745485649116
"53044","Jurbeke","Hainaut","Wallonia",2,1.89285714285714,53,"February",10522,50.3706519673066
"53044","Jurbeke","Hainaut","Wallonia",3,2.29032258064516,71,"March",10522,67.4776658429956
"53044","Jurbeke","Hainaut","Wallonia",4,2.4,72,"April",10522,68.4280555027561
"53044","Jurbeke","Hainaut","Wallonia",5,2.06451612903226,64,"May",10522,60.8249382246721
"53044","Jurbeke","Hainaut","Wallonia",6,0.766666666666666,23,"June",10522,21.8589621744915
"53044","Jurbeke","Hainaut","Wallonia",7,1.25806451612903,39,"July",10522,37.0651967306596
"53044","Jurbeke","Hainaut","Wallonia",8,1.09677419354839,34,"August",10522,32.3132484318571
"53044","Jurbeke","Hainaut","Wallonia",9,1.43333333333333,43,"September",10522,40.8667553697016
"53044","Jurbeke","Hainaut","Wallonia",10,6.2258064516129,193,"October",10522,183.425204333777
"53044","Jurbeke","Hainaut","Wallonia",11,8.2,246,"November",10522,233.795856301083
"53044","Jurbeke","Hainaut","Wallonia",12,9.61290322580645,298,"December",10522,283.21611860863
"53046","Lens","Hainaut","Wallonia",1,0.67741935483871,21,"January",4592,45.7317073170732
"53046","Lens","Hainaut","Wallonia",2,1.25,35,"February",4592,76.219512195122
"53046","Lens","Hainaut","Wallonia",3,1.87096774193548,58,"March",4592,126.306620209059
"53046","Lens","Hainaut","Wallonia",4,1.63333333333333,49,"April",4592,106.707317073171
"53046","Lens","Hainaut","Wallonia",5,0.580645161290323,18,"May",4592,39.198606271777
"53046","Lens","Hainaut","Wallonia",6,0.3,9,"June",4592,19.5993031358885
"53046","Lens","Hainaut","Wallonia",7,0.225806451612903,7,"July",4592,15.2439024390244
"53046","Lens","Hainaut","Wallonia",8,0.612903225806451,19,"August",4592,41.3763066202091
"53046","Lens","Hainaut","Wallonia",9,0.5,15,"September",4592,32.6655052264808
"53046","Lens","Hainaut","Wallonia",10,1.45161290322581,45,"October",4592,97.9965156794425
"53046","Lens","Hainaut","Wallonia",11,2.63333333333333,79,"November",4592,172.038327526132
"53046","Lens","Hainaut","Wallonia",12,4.35483870967742,135,"December",4592,293.989547038328
"53053","Bergen","Hainaut","Wallonia",1,14.3870967741935,446,"January",95887,46.513083108242
"53053","Bergen","Hainaut","Wallonia",2,13.5357142857143,379,"February",95887,39.5256916996047
"53053","Bergen","Hainaut","Wallonia",3,24.1612903225806,749,"March",95887,78.1127785831239
"53053","Bergen","Hainaut","Wallonia",4,19.6333333333333,589,"April",95887,61.4264707416021
"53053","Bergen","Hainaut","Wallonia",5,14.9032258064516,462,"May",95887,48.1817138923942
"53053","Bergen","Hainaut","Wallonia",6,4.5,135,"June",95887,14.079072241284
"53053","Bergen","Hainaut","Wallonia",7,8.67741935483871,269,"July",95887,28.0538550585585
"53053","Bergen","Hainaut","Wallonia",8,9.12903225806452,283,"August",95887,29.5139069946917
"53053","Bergen","Hainaut","Wallonia",9,10.2,306,"September",95887,31.9125637469104
"53053","Bergen","Hainaut","Wallonia",10,26.3225806451613,816,"October",95887,85.1001699917611
"53053","Bergen","Hainaut","Wallonia",11,75.8333333333333,2275,"November",95887,237.258439621638
"53053","Bergen","Hainaut","Wallonia",12,77.3225806451613,2397,"December",95887,249.981749350798
"53065","Quaregnon","Hainaut","Wallonia",1,2.74193548387097,85,"January",18918,44.9307537794693
"53065","Quaregnon","Hainaut","Wallonia",2,4.92857142857143,138,"February",18918,72.9464002537266
"53065","Quaregnon","Hainaut","Wallonia",3,7,217,"March",18918,114.705571413469
"53065","Quaregnon","Hainaut","Wallonia",4,6.86666666666667,206,"April",18918,108.891003277302
"53065","Quaregnon","Hainaut","Wallonia",5,5.87096774193548,182,"May",18918,96.2046727983931
"53065","Quaregnon","Hainaut","Wallonia",6,1.43333333333333,43,"June",18918,22.7296754413786
"53065","Quaregnon","Hainaut","Wallonia",7,2.38709677419355,74,"July",18918,39.1161856433027
"53065","Quaregnon","Hainaut","Wallonia",8,2.32258064516129,72,"August",18918,38.0589914367269
"53065","Quaregnon","Hainaut","Wallonia",9,2.4,72,"September",18918,38.0589914367269
"53065","Quaregnon","Hainaut","Wallonia",10,4.80645161290323,149,"October",18918,78.7609683898932
"53065","Quaregnon","Hainaut","Wallonia",11,13.4333333333333,403,"November",18918,213.024632625013
"53065","Quaregnon","Hainaut","Wallonia",12,13.1612903225806,408,"December",18918,215.667618141453
"53068","Quiévrain","Hainaut","Wallonia",1,1.38709677419355,43,"January",6746,63.7414764304773
"53068","Quiévrain","Hainaut","Wallonia",2,1.39285714285714,39,"February",6746,57.8120367625259
"53068","Quiévrain","Hainaut","Wallonia",3,2.54838709677419,79,"March",6746,117.10643344204
"53068","Quiévrain","Hainaut","Wallonia",4,1.7,51,"April",6746,75.6003557663801
"53068","Quiévrain","Hainaut","Wallonia",5,2.96774193548387,92,"May",6746,136.377112362882
"53068","Quiévrain","Hainaut","Wallonia",6,0.5,15,"June",6746,22.2353987548177
"53068","Quiévrain","Hainaut","Wallonia",7,0.838709677419355,26,"July",6746,38.541357841684
"53068","Quiévrain","Hainaut","Wallonia",8,1.45161290322581,45,"August",6746,66.706196264453
"53068","Quiévrain","Hainaut","Wallonia",9,1.33333333333333,40,"September",6746,59.2943966795138
"53068","Quiévrain","Hainaut","Wallonia",10,1.19354838709677,37,"October",6746,54.8473169285503
"53068","Quiévrain","Hainaut","Wallonia",11,4.06666666666667,122,"November",6746,180.847909872517
"53068","Quiévrain","Hainaut","Wallonia",12,5.19354838709677,161,"December",6746,238.659946635043
"53070","Saint-Ghislain","Hainaut","Wallonia",1,4.83870967741935,150,"January",23428,64.0259518524842
"53070","Saint-Ghislain","Hainaut","Wallonia",2,4.71428571428571,132,"February",23428,56.3428376301861
"53070","Saint-Ghislain","Hainaut","Wallonia",3,6.80645161290323,211,"March",23428,90.0631722724944
"53070","Saint-Ghislain","Hainaut","Wallonia",4,5.6,168,"April",23428,71.7090660747823
"53070","Saint-Ghislain","Hainaut","Wallonia",5,5.7741935483871,179,"May",23428,76.4043025439645
"53070","Saint-Ghislain","Hainaut","Wallonia",6,1.26666666666667,38,"June",23428,16.2199078026293
"53070","Saint-Ghislain","Hainaut","Wallonia",7,2.45161290322581,76,"July",23428,32.4398156052587
"53070","Saint-Ghislain","Hainaut","Wallonia",8,3.06451612903226,95,"August",23428,40.5497695065733
"53070","Saint-Ghislain","Hainaut","Wallonia",9,3.1,93,"September",23428,39.6960901485402
"53070","Saint-Ghislain","Hainaut","Wallonia",10,6.67741935483871,207,"October",23428,88.3558135564282
"53070","Saint-Ghislain","Hainaut","Wallonia",11,18.7,561,"November",23428,239.457059928291
"53070","Saint-Ghislain","Hainaut","Wallonia",12,20.5161290322581,636,"December",23428,271.470035854533
"53082","Colfontaine","Hainaut","Wallonia",1,3.12903225806452,97,"January",20741,46.7672725519502
"53082","Colfontaine","Hainaut","Wallonia",2,3.42857142857143,96,"February",20741,46.2851357215178
"53082","Colfontaine","Hainaut","Wallonia",3,8.80645161290323,273,"March",20741,131.623354708066
"53082","Colfontaine","Hainaut","Wallonia",4,6.93333333333333,208,"April",20741,100.284460729955
"53082","Colfontaine","Hainaut","Wallonia",5,5.38709677419355,167,"May",20741,80.5168506822236
"53082","Colfontaine","Hainaut","Wallonia",6,1.4,42,"June",20741,20.249746878164
"53082","Colfontaine","Hainaut","Wallonia",7,3.58064516129032,111,"July",20741,53.5171881780049
"53082","Colfontaine","Hainaut","Wallonia",8,1.7741935483871,55,"August",20741,26.5175256737862
"53082","Colfontaine","Hainaut","Wallonia",9,2.76666666666667,83,"September",20741,40.0173569258956
"53082","Colfontaine","Hainaut","Wallonia",10,3.70967741935484,115,"October",20741,55.4457354997348
"53082","Colfontaine","Hainaut","Wallonia",11,14.7,441,"November",20741,212.622342220722
"53082","Colfontaine","Hainaut","Wallonia",12,18.1935483870968,564,"December",20741,271.925172363917
"53083","Honnelles","Hainaut","Wallonia",1,0.935483870967742,29,"January",5152,56.2888198757764
"53083","Honnelles","Hainaut","Wallonia",2,1.07142857142857,30,"February",5152,58.2298136645963
"53083","Honnelles","Hainaut","Wallonia",3,1.64516129032258,51,"March",5152,98.9906832298137
"53083","Honnelles","Hainaut","Wallonia",4,1.7,51,"April",5152,98.9906832298137
"53083","Honnelles","Hainaut","Wallonia",5,1.58064516129032,49,"May",5152,95.1086956521739
"53083","Honnelles","Hainaut","Wallonia",6,0.4,12,"June",5152,23.2919254658385
"53083","Honnelles","Hainaut","Wallonia",7,0.387096774193549,12,"July",5152,23.2919254658385
"53083","Honnelles","Hainaut","Wallonia",8,0.225806451612903,7,"August",5152,13.5869565217391
"53083","Honnelles","Hainaut","Wallonia",9,1.1,33,"September",5152,64.0527950310559
"53083","Honnelles","Hainaut","Wallonia",10,2.09677419354839,65,"October",5152,126.164596273292
"53083","Honnelles","Hainaut","Wallonia",11,3.33333333333333,100,"November",5152,194.099378881988
"53083","Honnelles","Hainaut","Wallonia",12,4.64516129032258,144,"December",5152,279.503105590062
"53084","Quévy","Hainaut","Wallonia",1,2.54838709677419,79,"January",8085,97.7118119975263
"53084","Quévy","Hainaut","Wallonia",2,1.60714285714286,45,"February",8085,55.6586270871985
"53084","Quévy","Hainaut","Wallonia",3,3.58064516129032,111,"March",8085,137.291280148423
"53084","Quévy","Hainaut","Wallonia",4,1.46666666666667,44,"April",8085,54.421768707483
"53084","Quévy","Hainaut","Wallonia",5,1.80645161290323,56,"May",8085,69.2640692640693
"53084","Quévy","Hainaut","Wallonia",6,0.933333333333333,28,"June",8085,34.6320346320346
"53084","Quévy","Hainaut","Wallonia",7,0.903225806451613,28,"July",8085,34.6320346320346
"53084","Quévy","Hainaut","Wallonia",8,1.12903225806452,35,"August",8085,43.2900432900433
"53084","Quévy","Hainaut","Wallonia",9,0.833333333333333,25,"September",8085,30.9214594928881
"53084","Quévy","Hainaut","Wallonia",10,2.25806451612903,70,"October",8085,86.5800865800866
"53084","Quévy","Hainaut","Wallonia",11,7,210,"November",8085,259.74025974026
"53084","Quévy","Hainaut","Wallonia",12,7.48387096774194,232,"December",8085,286.951144094001
"55004","’s Gravenbrakel","Hainaut","Wallonia",1,2.51612903225806,78,"January",22062,35.3549088931194
"55004","’s Gravenbrakel","Hainaut","Wallonia",2,3.78571428571429,106,"February",22062,48.0464146496238
"55004","’s Gravenbrakel","Hainaut","Wallonia",3,10.4193548387097,323,"March",22062,146.405584262533
"55004","’s Gravenbrakel","Hainaut","Wallonia",4,6.76666666666667,203,"April",22062,92.0134167346569
"55004","’s Gravenbrakel","Hainaut","Wallonia",5,3.74193548387097,116,"May",22062,52.5790952769468
"55004","’s Gravenbrakel","Hainaut","Wallonia",6,1.66666666666667,50,"June",22062,22.663403136615
"55004","’s Gravenbrakel","Hainaut","Wallonia",7,1.54838709677419,48,"July",22062,21.7568670111504
"55004","’s Gravenbrakel","Hainaut","Wallonia",8,3.64516129032258,113,"August",22062,51.2192910887499
"55004","’s Gravenbrakel","Hainaut","Wallonia",9,3.86666666666667,116,"September",22062,52.5790952769468
"55004","’s Gravenbrakel","Hainaut","Wallonia",10,9.90322580645161,307,"October",22062,139.153295258816
"55004","’s Gravenbrakel","Hainaut","Wallonia",11,15.2333333333333,457,"November",22062,207.143504668661
"55004","’s Gravenbrakel","Hainaut","Wallonia",12,24.1290322580645,748,"December",22062,339.04451092376
"55035","Le Roeulx","Hainaut","Wallonia",1,1.87096774193548,58,"January",8735,66.3995420721237
"55035","Le Roeulx","Hainaut","Wallonia",2,1.46428571428571,41,"February",8735,46.937607326846
"55035","Le Roeulx","Hainaut","Wallonia",3,4.2258064516129,131,"March",8735,149.971379507728
"55035","Le Roeulx","Hainaut","Wallonia",4,2.9,87,"April",8735,99.5993131081855
"55035","Le Roeulx","Hainaut","Wallonia",5,2.09677419354839,65,"May",8735,74.4132799084144
"55035","Le Roeulx","Hainaut","Wallonia",6,0.666666666666667,20,"June",8735,22.8963938179737
"55035","Le Roeulx","Hainaut","Wallonia",7,1.06451612903226,33,"July",8735,37.7790497996566
"55035","Le Roeulx","Hainaut","Wallonia",8,2.45161290322581,76,"August",8735,87.0062965082999
"55035","Le Roeulx","Hainaut","Wallonia",9,1.7,51,"September",8735,58.3858042358329
"55035","Le Roeulx","Hainaut","Wallonia",10,2.70967741935484,84,"October",8735,96.1648540354894
"55035","Le Roeulx","Hainaut","Wallonia",11,6.96666666666667,209,"November",8735,239.267315397825
"55035","Le Roeulx","Hainaut","Wallonia",12,8.74193548387097,271,"December",8735,310.246136233543
"55040","Zinnik","Hainaut","Wallonia",1,5.93548387096774,184,"January",28271,65.0843620671359
"55040","Zinnik","Hainaut","Wallonia",2,4.14285714285714,116,"February",28271,41.0314456510205
"55040","Zinnik","Hainaut","Wallonia",3,8.83870967741936,274,"March",28271,96.9191043825829
"55040","Zinnik","Hainaut","Wallonia",4,5.9,177,"April",28271,62.6083265537123
"55040","Zinnik","Hainaut","Wallonia",5,3.19354838709677,99,"May",28271,35.0182165469916
"55040","Zinnik","Hainaut","Wallonia",6,1.7,51,"June",28271,18.0396873120866
"55040","Zinnik","Hainaut","Wallonia",7,2,62,"July",28271,21.9306002617523
"55040","Zinnik","Hainaut","Wallonia",8,4.93548387096774,153,"August",28271,54.1190619362598
"55040","Zinnik","Hainaut","Wallonia",9,4.23333333333333,127,"September",28271,44.9223586006862
"55040","Zinnik","Hainaut","Wallonia",10,13.4516129032258,417,"October",28271,147.500972728237
"55040","Zinnik","Hainaut","Wallonia",11,28.7666666666667,863,"November",28271,305.25980686923
"55040","Zinnik","Hainaut","Wallonia",12,22.7741935483871,706,"December",28271,249.725867496728
"55050","Ecaussinnes","Hainaut","Wallonia",1,2.09677419354839,65,"January",11202,58.0253526156044
"55050","Ecaussinnes","Hainaut","Wallonia",2,1.96428571428571,55,"February",11202,49.0983752901268
"55050","Ecaussinnes","Hainaut","Wallonia",3,5.61290322580645,174,"March",11202,155.32940546331
"55050","Ecaussinnes","Hainaut","Wallonia",4,4.03333333333333,121,"April",11202,108.016425638279
"55050","Ecaussinnes","Hainaut","Wallonia",5,2.38709677419355,74,"May",11202,66.0596322085342
"55050","Ecaussinnes","Hainaut","Wallonia",6,1.06666666666667,32,"June",11202,28.5663274415283
"55050","Ecaussinnes","Hainaut","Wallonia",7,1.41935483870968,44,"July",11202,39.2787002321014
"55050","Ecaussinnes","Hainaut","Wallonia",8,1.32258064516129,41,"August",11202,36.6006070344581
"55050","Ecaussinnes","Hainaut","Wallonia",9,2.23333333333333,67,"September",11202,59.8107480806999
"55050","Ecaussinnes","Hainaut","Wallonia",10,5.38709677419355,167,"October",11202,149.080521335476
"55050","Ecaussinnes","Hainaut","Wallonia",11,11.1,333,"November",11202,297.268344938404
"55050","Ecaussinnes","Hainaut","Wallonia",12,11.4838709677419,356,"December",11202,317.800392787002
"55085","Seneffe","Hainaut","Wallonia",1,1.61290322580645,50,"January",11480,43.5540069686411
"55085","Seneffe","Hainaut","Wallonia",2,2.35714285714286,66,"February",11480,57.4912891986063
"55085","Seneffe","Hainaut","Wallonia",3,4.19354838709677,130,"March",11480,113.240418118467
"55085","Seneffe","Hainaut","Wallonia",4,4.26666666666667,128,"April",11480,111.498257839721
"55085","Seneffe","Hainaut","Wallonia",5,3.09677419354839,96,"May",11480,83.6236933797909
"55085","Seneffe","Hainaut","Wallonia",6,2.1,63,"June",11480,54.8780487804878
"55085","Seneffe","Hainaut","Wallonia",7,1.48387096774194,46,"July",11480,40.0696864111498
"55085","Seneffe","Hainaut","Wallonia",8,1.83870967741935,57,"August",11480,49.6515679442509
"55085","Seneffe","Hainaut","Wallonia",9,2.13333333333333,64,"September",11480,55.7491289198606
"55085","Seneffe","Hainaut","Wallonia",10,4.29032258064516,133,"October",11480,115.853658536585
"55085","Seneffe","Hainaut","Wallonia",11,12.2333333333333,367,"November",11480,319.686411149826
"55085","Seneffe","Hainaut","Wallonia",12,11.7096774193548,363,"December",11480,316.202090592334
"55086","Manage","Hainaut","Wallonia",1,3.41935483870968,106,"January",23429,45.243074821802
"55086","Manage","Hainaut","Wallonia",2,5.92857142857143,166,"February",23429,70.8523624567843
"55086","Manage","Hainaut","Wallonia",3,10.5483870967742,327,"March",23429,139.570617610653
"55086","Manage","Hainaut","Wallonia",4,10.6,318,"April",23429,135.729224465406
"55086","Manage","Hainaut","Wallonia",5,6.41935483870968,199,"May",23429,84.9374706560246
"55086","Manage","Hainaut","Wallonia",6,1.73333333333333,52,"June",23429,22.194715950318
"55086","Manage","Hainaut","Wallonia",7,1.90322580645161,59,"July",23429,25.1824661743992
"55086","Manage","Hainaut","Wallonia",8,3.64516129032258,113,"August",23429,48.2308250458833
"55086","Manage","Hainaut","Wallonia",9,4.06666666666667,122,"September",23429,52.0722181911307
"55086","Manage","Hainaut","Wallonia",10,7.12903225806452,221,"October",23429,94.3275427888514
"55086","Manage","Hainaut","Wallonia",11,18.4333333333333,553,"November",23429,236.03226770242
"55086","Manage","Hainaut","Wallonia",12,24.3870967741935,756,"December",23429,322.677024200777
"56001","Anderlues","Hainaut","Wallonia",1,2.12903225806452,66,"January",12362,53.3894191878337
"56001","Anderlues","Hainaut","Wallonia",2,3.28571428571429,92,"February",12362,74.4216146254651
