"mcp_code","mcp_name","province","region","month","mean_monthly","total_monthly","month_char","pop_tot","incidence"
"62096","Seraing","Liège","Wallonia",12,47.8709677419355,1484,"December",64192,231.181455633101
"62099","Soumagne","Liège","Wallonia",1,2,62,"January",17040,36.3849765258216
"62099","Soumagne","Liège","Wallonia",2,2.35714285714286,66,"February",17040,38.7323943661972
"62099","Soumagne","Liège","Wallonia",3,4.03225806451613,125,"March",17040,73.3568075117371
"62099","Soumagne","Liège","Wallonia",4,4.5,135,"April",17040,79.225352112676
"62099","Soumagne","Liège","Wallonia",5,3,93,"May",17040,54.5774647887324
"62099","Soumagne","Liège","Wallonia",6,0.833333333333333,25,"June",17040,14.6713615023474
"62099","Soumagne","Liège","Wallonia",7,1.29032258064516,40,"July",17040,23.4741784037559
"62099","Soumagne","Liège","Wallonia",8,1.61290322580645,50,"August",17040,29.3427230046948
"62099","Soumagne","Liège","Wallonia",9,4.86666666666667,146,"September",17040,85.6807511737089
"62099","Soumagne","Liège","Wallonia",10,7.51612903225806,233,"October",17040,136.737089201878
"62099","Soumagne","Liège","Wallonia",11,15.4666666666667,464,"November",17040,272.300469483568
"62099","Soumagne","Liège","Wallonia",12,13.258064516129,411,"December",17040,241.197183098592
"62100","Sprimont","Liège","Wallonia",1,1.35483870967742,42,"January",14909,28.1709034811188
"62100","Sprimont","Liège","Wallonia",2,1.57142857142857,44,"February",14909,29.5123750754578
"62100","Sprimont","Liège","Wallonia",3,2.90322580645161,90,"March",14909,60.3662217452545
"62100","Sprimont","Liège","Wallonia",4,2.76666666666667,83,"April",14909,55.6710711650681
"62100","Sprimont","Liège","Wallonia",5,2.96774193548387,92,"May",14909,61.7076933395935
"62100","Sprimont","Liège","Wallonia",6,1.4,42,"June",14909,28.1709034811188
"62100","Sprimont","Liège","Wallonia",7,1.90322580645161,59,"July",14909,39.5734120330002
"62100","Sprimont","Liège","Wallonia",8,3,93,"August",14909,62.378429136763
"62100","Sprimont","Liège","Wallonia",9,5.8,174,"September",14909,116.708028707492
"62100","Sprimont","Liège","Wallonia",10,9.7741935483871,303,"October",14909,203.232946542357
"62100","Sprimont","Liège","Wallonia",11,15.3,459,"November",14909,307.867730900798
"62100","Sprimont","Liège","Wallonia",12,11.2258064516129,348,"December",14909,233.416057414984
"62108","Wezet","Liège","Wallonia",1,3.03225806451613,94,"January",17926,52.4377998438023
"62108","Wezet","Liège","Wallonia",2,4.78571428571429,134,"February",17926,74.7517572241437
"62108","Wezet","Liège","Wallonia",3,3.70967741935484,115,"March",17926,64.1526274684815
"62108","Wezet","Liège","Wallonia",4,4.13333333333333,124,"April",17926,69.1732678790583
"62108","Wezet","Liège","Wallonia",5,5.19354838709677,161,"May",17926,89.8136784558742
"62108","Wezet","Liège","Wallonia",6,2.16666666666667,65,"June",17926,36.2601807430548
"62108","Wezet","Liège","Wallonia",7,1.7741935483871,55,"July",17926,30.6816913979694
"62108","Wezet","Liège","Wallonia",8,2.38709677419355,74,"August",17926,41.2808211536316
"62108","Wezet","Liège","Wallonia",9,7.06666666666667,212,"September",17926,118.263974115809
"62108","Wezet","Liège","Wallonia",10,9.67741935483871,300,"October",17926,167.35468035256
"62108","Wezet","Liège","Wallonia",11,19.0666666666667,572,"November",17926,319.089590538882
"62108","Wezet","Liège","Wallonia",12,17.6129032258065,546,"December",17926,304.58551824166
"62118","Grâce-Hollogne","Liège","Wallonia",1,3.35483870967742,104,"January",22823,45.5680673005302
"62118","Grâce-Hollogne","Liège","Wallonia",2,3.14285714285714,88,"February",22823,38.5575954081409
"62118","Grâce-Hollogne","Liège","Wallonia",3,6.38709677419355,198,"March",22823,86.754589668317
"62118","Grâce-Hollogne","Liège","Wallonia",4,7.16666666666667,215,"April",22823,94.2032160539806
"62118","Grâce-Hollogne","Liège","Wallonia",5,6.25806451612903,194,"May",22823,85.0019716952197
"62118","Grâce-Hollogne","Liège","Wallonia",6,2.23333333333333,67,"June",22823,29.35635104938
"62118","Grâce-Hollogne","Liège","Wallonia",7,2.61290322580645,81,"July",22823,35.4905139552206
"62118","Grâce-Hollogne","Liège","Wallonia",8,4.61290322580645,143,"August",22823,62.656092538229
"62118","Grâce-Hollogne","Liège","Wallonia",9,5.33333333333333,160,"September",22823,70.1047189238926
"62118","Grâce-Hollogne","Liège","Wallonia",10,12.7741935483871,396,"October",22823,173.509179336634
"62118","Grâce-Hollogne","Liège","Wallonia",11,26.1333333333333,784,"November",22823,343.513122727074
"62118","Grâce-Hollogne","Liège","Wallonia",12,17.7096774193548,549,"December",22823,240.546816807606
"62119","Blegny","Liège","Wallonia",1,2.87096774193548,89,"January",13387,66.4824083065661
"62119","Blegny","Liège","Wallonia",2,1.67857142857143,47,"February",13387,35.108687532681
"62119","Blegny","Liège","Wallonia",3,2.54838709677419,79,"March",13387,59.0124747889744
"62119","Blegny","Liège","Wallonia",4,4,120,"April",13387,89.6392022111003
"62119","Blegny","Liège","Wallonia",5,3.80645161290323,118,"May",13387,88.145215507582
"62119","Blegny","Liège","Wallonia",6,0.966666666666667,29,"June",13387,21.6628072010159
"62119","Blegny","Liège","Wallonia",7,1.35483870967742,42,"July",13387,31.3737207738851
"62119","Blegny","Liège","Wallonia",8,2.35483870967742,73,"August",13387,54.5305146784194
"62119","Blegny","Liège","Wallonia",9,4.46666666666667,134,"September",13387,100.097109135729
"62119","Blegny","Liège","Wallonia",10,6.54838709677419,203,"October",13387,151.639650407111
"62119","Blegny","Liège","Wallonia",11,13.7666666666667,413,"November",13387,308.508254276537
"62119","Blegny","Liège","Wallonia",12,10.3225806451613,320,"December",13387,239.037872562934
"62120","Flémalle","Liège","Wallonia",1,2.51612903225806,78,"January",26389,29.5577702830725
"62120","Flémalle","Liège","Wallonia",2,3.10714285714286,87,"February",26389,32.9682822388116
"62120","Flémalle","Liège","Wallonia",3,7.83870967741935,243,"March",26389,92.0838228049566
"62120","Flémalle","Liège","Wallonia",4,10.1666666666667,305,"April",26389,115.578460722271
"62120","Flémalle","Liège","Wallonia",5,6.03225806451613,187,"May",26389,70.862859524802
"62120","Flémalle","Liège","Wallonia",6,2.9,87,"June",26389,32.9682822388116
"62120","Flémalle","Liège","Wallonia",7,2.58064516129032,80,"July",26389,30.3156618287923
"62120","Flémalle","Liège","Wallonia",8,4.67741935483871,145,"August",26389,54.947137064686
"62120","Flémalle","Liège","Wallonia",9,8.36666666666667,251,"September",26389,95.1153889878358
"62120","Flémalle","Liège","Wallonia",10,12.8387096774194,398,"October",26389,150.820417598242
"62120","Flémalle","Liège","Wallonia",11,31.2666666666667,938,"November",26389,355.45113494259
"62120","Flémalle","Liège","Wallonia",12,22.4193548387097,695,"December",26389,263.367312137633
"62121","Neupré","Liège","Wallonia",1,1.61290322580645,50,"January",9977,50.1152651097524
"62121","Neupré","Liège","Wallonia",2,1.78571428571429,50,"February",9977,50.1152651097524
"62121","Neupré","Liège","Wallonia",3,1.74193548387097,54,"March",9977,54.1244863185326
"62121","Neupré","Liège","Wallonia",4,1.9,57,"April",9977,57.1314022251178
"62121","Neupré","Liège","Wallonia",5,1.90322580645161,59,"May",9977,59.1360128295079
"62121","Neupré","Liège","Wallonia",6,1.46666666666667,44,"June",9977,44.1014332965821
"62121","Neupré","Liège","Wallonia",7,1.38709677419355,43,"July",9977,43.0991279943871
"62121","Neupré","Liège","Wallonia",8,2.41935483870968,75,"August",9977,75.1728976646286
"62121","Neupré","Liège","Wallonia",9,3.06666666666667,92,"September",9977,92.2120878019445
"62121","Neupré","Liège","Wallonia",10,5.70967741935484,177,"October",9977,177.408038488524
"62121","Neupré","Liège","Wallonia",11,10.5666666666667,317,"November",9977,317.73078079583
"62121","Neupré","Liège","Wallonia",12,8.51612903225806,264,"December",9977,264.608599779493
"62122","Trooz","Liège","Wallonia",1,0.838709677419355,26,"January",8297,31.3366276967579
"62122","Trooz","Liège","Wallonia",2,0.964285714285714,27,"February",8297,32.5418826081716
"62122","Trooz","Liège","Wallonia",3,1.58064516129032,49,"March",8297,59.0574906592744
"62122","Trooz","Liège","Wallonia",4,2.8,84,"April",8297,101.241412558756
"62122","Trooz","Liège","Wallonia",5,1.96774193548387,61,"May",8297,73.5205495962396
"62122","Trooz","Liège","Wallonia",6,0.766666666666666,23,"June",8297,27.7208629625166
"62122","Trooz","Liège","Wallonia",7,0.96774193548387,30,"July",8297,36.1576473424129
"62122","Trooz","Liège","Wallonia",8,1.45161290322581,45,"August",8297,54.2364710136194
"62122","Trooz","Liège","Wallonia",9,2.8,84,"September",8297,101.241412558756
"62122","Trooz","Liège","Wallonia",10,3.64516129032258,113,"October",8297,136.193804989755
"62122","Trooz","Liège","Wallonia",11,7.73333333333333,232,"November",8297,279.619139447993
"62122","Trooz","Liège","Wallonia",12,5.83870967741935,181,"December",8297,218.151138965891
"63001","Amel","Liège","Wallonia",1,1.09677419354839,34,"January",5486,61.9759387531899
"63001","Amel","Liège","Wallonia",2,0.75,21,"February",5486,38.279256288735
"63001","Amel","Liège","Wallonia",3,1.70967741935484,53,"March",5486,96.6095515858549
"63001","Amel","Liège","Wallonia",4,3.3,99,"April",5486,180.459351075465
"63001","Amel","Liège","Wallonia",5,2.38709677419355,74,"May",5486,134.88880787459
"63001","Amel","Liège","Wallonia",6,0.3,9,"June",5486,16.405395552315
"63001","Amel","Liège","Wallonia",7,0.709677419354839,22,"July",5486,40.10207801677
"63001","Amel","Liège","Wallonia",8,0.806451612903226,25,"August",5486,45.570543200875
"63001","Amel","Liège","Wallonia",9,3.23333333333333,97,"September",5486,176.813707619395
"63001","Amel","Liège","Wallonia",10,8.32258064516129,258,"October",5486,470.28800583303
"63001","Amel","Liège","Wallonia",11,9.9,297,"November",5486,541.378053226395
"63001","Amel","Liège","Wallonia",12,4.19354838709677,130,"December",5486,236.96682464455
"63003","Aubel","Liège","Wallonia",1,0.483870967741935,15,"January",4246,35.3273669335845
"63003","Aubel","Liège","Wallonia",2,0.928571428571428,26,"February",4246,61.2341026848799
"63003","Aubel","Liège","Wallonia",3,0.96774193548387,30,"March",4246,70.6547338671691
"63003","Aubel","Liège","Wallonia",4,1.66666666666667,50,"April",4246,117.757889778615
"63003","Aubel","Liège","Wallonia",5,0.806451612903226,25,"May",4246,58.8789448893076
"63003","Aubel","Liège","Wallonia",6,0.333333333333333,10,"June",4246,23.551577955723
"63003","Aubel","Liège","Wallonia",7,0.612903225806451,19,"July",4246,44.7479981158738
"63003","Aubel","Liège","Wallonia",8,0.419354838709677,13,"August",4246,30.6170513424399
"63003","Aubel","Liège","Wallonia",9,1.83333333333333,55,"September",4246,129.533678756477
"63003","Aubel","Liège","Wallonia",10,1.80645161290323,56,"October",4246,131.888836552049
"63003","Aubel","Liège","Wallonia",11,4.16666666666667,125,"November",4246,294.394724446538
"63003","Aubel","Liège","Wallonia",12,3.09677419354839,96,"December",4246,226.095148374941
"63004","Baelen","Liège","Wallonia",1,0.838709677419355,26,"January",4487,57.9451749498551
"63004","Baelen","Liège","Wallonia",2,0.678571428571428,19,"February",4487,42.3445509248941
"63004","Baelen","Liège","Wallonia",3,0.290322580645161,9,"March",4487,20.0579451749499
"63004","Baelen","Liège","Wallonia",4,1.16666666666667,35,"April",4487,78.003120124805
"63004","Baelen","Liège","Wallonia",5,0.806451612903226,25,"May",4487,55.7165143748607
"63004","Baelen","Liège","Wallonia",6,0.466666666666667,14,"June",4487,31.201248049922
"63004","Baelen","Liège","Wallonia",7,0.290322580645161,9,"July",4487,20.0579451749499
"63004","Baelen","Liège","Wallonia",8,1.67741935483871,52,"August",4487,115.89034989971
"63004","Baelen","Liège","Wallonia",9,1.53333333333333,46,"September",4487,102.518386449744
"63004","Baelen","Liège","Wallonia",10,2.48387096774194,77,"October",4487,171.606864274571
"63004","Baelen","Liège","Wallonia",11,5.13333333333333,154,"November",4487,343.213728549142
"63004","Baelen","Liège","Wallonia",12,2.64516129032258,82,"December",4487,182.750167149543
"63012","Büllingen","Liège","Wallonia",1,0.96774193548387,30,"January",5456,54.9853372434018
"63012","Büllingen","Liège","Wallonia",2,1.5,42,"February",5456,76.9794721407625
"63012","Büllingen","Liège","Wallonia",3,0.645161290322581,20,"March",5456,36.6568914956012
"63012","Büllingen","Liège","Wallonia",4,1.9,57,"April",5456,104.472140762463
"63012","Büllingen","Liège","Wallonia",5,1.35483870967742,42,"May",5456,76.9794721407625
"63012","Büllingen","Liège","Wallonia",6,0.233333333333333,7,"June",5456,12.8299120234604
"63012","Büllingen","Liège","Wallonia",7,0.258064516129032,8,"July",5456,14.6627565982405
"63012","Büllingen","Liège","Wallonia",8,1.19354838709677,37,"August",5456,67.8152492668622
"63012","Büllingen","Liège","Wallonia",9,2.6,78,"September",5456,142.961876832845
"63012","Büllingen","Liège","Wallonia",10,3.41935483870968,106,"October",5456,194.281524926686
"63012","Büllingen","Liège","Wallonia",11,8.36666666666667,251,"November",5456,460.043988269795
"63012","Büllingen","Liège","Wallonia",12,4.4516129032258,138,"December",5456,252.932551319648
"63013","Bütgenbach","Liège","Wallonia",1,1.12903225806452,35,"January",5629,62.178006750755
"63013","Bütgenbach","Liège","Wallonia",2,0.892857142857143,25,"February",5629,44.412861964825
"63013","Bütgenbach","Liège","Wallonia",3,0.774193548387097,24,"March",5629,42.636347486232
"63013","Bütgenbach","Liège","Wallonia",4,1.6,48,"April",5629,85.272694972464
"63013","Bütgenbach","Liège","Wallonia",5,1.06451612903226,33,"May",5629,58.624977793569
"63013","Bütgenbach","Liège","Wallonia",6,0.366666666666667,11,"June",5629,19.541659264523
"63013","Bütgenbach","Liège","Wallonia",7,0.548387096774193,17,"July",5629,30.200746136081
"63013","Bütgenbach","Liège","Wallonia",8,0.741935483870968,23,"August",5629,40.859833007639
"63013","Bütgenbach","Liège","Wallonia",9,2.23333333333333,67,"September",5629,119.026470065731
"63013","Bütgenbach","Liège","Wallonia",10,4.96774193548387,154,"October",5629,273.583229703322
"63013","Bütgenbach","Liège","Wallonia",11,6.66666666666667,200,"November",5629,355.3028957186
"63013","Bütgenbach","Liège","Wallonia",12,4.16129032258065,129,"December",5629,229.170367738497
"63020","Dison","Liège","Wallonia",1,1.19354838709677,37,"January",15255,24.2543428384136
"63020","Dison","Liège","Wallonia",2,1.71428571428571,48,"February",15255,31.4650934119961
"63020","Dison","Liège","Wallonia",3,2.35483870967742,73,"March",15255,47.8531628974107
"63020","Dison","Liège","Wallonia",4,4.73333333333333,142,"April",15255,93.084234677155
"63020","Dison","Liège","Wallonia",5,2.61290322580645,81,"May",15255,53.0973451327434
"63020","Dison","Liège","Wallonia",6,1.03333333333333,31,"June",15255,20.3212061619141
"63020","Dison","Liège","Wallonia",7,0.96774193548387,30,"July",15255,19.6656833824975
"63020","Dison","Liège","Wallonia",8,2.45161290322581,76,"August",15255,49.8197312356604
"63020","Dison","Liège","Wallonia",9,4.16666666666667,125,"September",15255,81.9403474270731
"63020","Dison","Liège","Wallonia",10,7.25806451612903,225,"October",15255,147.492625368732
"63020","Dison","Liège","Wallonia",11,12.2333333333333,367,"November",15255,240.576860045887
"63020","Dison","Liège","Wallonia",12,10.2258064516129,317,"December",15255,207.800721075057
"63023","Eupen","Liège","Wallonia",1,2.90322580645161,90,"January",19762,45.5419491954256
"63023","Eupen","Liège","Wallonia",2,2.25,63,"February",19762,31.8793644367979
"63023","Eupen","Liège","Wallonia",3,1.12903225806452,35,"March",19762,17.7107580204433
"63023","Eupen","Liège","Wallonia",4,4.13333333333333,124,"April",19762,62.7466855581419
"63023","Eupen","Liège","Wallonia",5,3.74193548387097,116,"May",19762,58.6985122963263
"63023","Eupen","Liège","Wallonia",6,1.33333333333333,40,"June",19762,20.240866309078
"63023","Eupen","Liège","Wallonia",7,1.06451612903226,33,"July",19762,16.6987147049894
"63023","Eupen","Liège","Wallonia",8,2.83870967741935,88,"August",19762,44.5299058799717
"63023","Eupen","Liège","Wallonia",9,3.56666666666667,107,"September",19762,54.1443173767837
"63023","Eupen","Liège","Wallonia",10,10.741935483871,333,"October",19762,168.505212023075
"63023","Eupen","Liège","Wallonia",11,22.4333333333333,673,"November",19762,340.552575650238
"63023","Eupen","Liège","Wallonia",12,12.9677419354839,402,"December",19762,203.420706406234
"63035","Herve","Liège","Wallonia",1,2.45161290322581,76,"January",17620,43.1328036322361
"63035","Herve","Liège","Wallonia",2,1.64285714285714,46,"February",17620,26.1066969353008
"63035","Herve","Liège","Wallonia",3,2.74193548387097,85,"March",17620,48.2406356413167
"63035","Herve","Liège","Wallonia",4,3.06666666666667,92,"April",17620,52.2133938706016
"63035","Herve","Liège","Wallonia",5,2.29032258064516,71,"May",17620,40.2951191827469
"63035","Herve","Liège","Wallonia",6,0.566666666666667,17,"June",17620,9.64812712826334
"63035","Herve","Liège","Wallonia",7,1.35483870967742,42,"July",17620,23.8365493757094
"63035","Herve","Liège","Wallonia",8,2.09677419354839,65,"August",17620,36.8898978433598
"63035","Herve","Liège","Wallonia",9,6.9,207,"September",17620,117.480136208854
"63035","Herve","Liège","Wallonia",10,8.12903225806452,252,"October",17620,143.019296254257
"63035","Herve","Liège","Wallonia",11,17,510,"November",17620,289.4438138479
"63035","Herve","Liège","Wallonia",12,9.64516129032258,299,"December",17620,169.693530079455
"63038","Jalhay","Liège","Wallonia",1,1.38709677419355,43,"January",8728,49.2667277726856
"63038","Jalhay","Liège","Wallonia",2,0.892857142857143,25,"February",8728,28.6434463794684
"63038","Jalhay","Liège","Wallonia",3,1.96774193548387,61,"March",8728,69.8900091659028
"63038","Jalhay","Liège","Wallonia",4,1.83333333333333,55,"April",8728,63.0155820348304
"63038","Jalhay","Liège","Wallonia",5,1.7741935483871,55,"May",8728,63.0155820348304
"63038","Jalhay","Liège","Wallonia",6,1.03333333333333,31,"June",8728,35.5178735105408
"63038","Jalhay","Liège","Wallonia",7,0.741935483870968,23,"July",8728,26.3519706691109
"63038","Jalhay","Liège","Wallonia",8,1.54838709677419,48,"August",8728,54.9954170485793
"63038","Jalhay","Liège","Wallonia",9,3.83333333333333,115,"September",8728,131.759853345555
"63038","Jalhay","Liège","Wallonia",10,6.29032258064516,195,"October",8728,223.418881759853
"63038","Jalhay","Liège","Wallonia",11,9.76666666666667,293,"November",8728,335.701191567369
"63038","Jalhay","Liège","Wallonia",12,6.61290322580645,205,"December",8728,234.876260311641
"63040","Kelmis","Liège","Wallonia",1,0.96774193548387,30,"January",11212,26.7570460221192
"63040","Kelmis","Liège","Wallonia",2,1.35714285714286,38,"February",11212,33.8922582946843
"63040","Kelmis","Liège","Wallonia",3,1.45161290322581,45,"March",11212,40.1355690331787
"63040","Kelmis","Liège","Wallonia",4,1.96666666666667,59,"April",11212,52.6221905101677
"63040","Kelmis","Liège","Wallonia",5,1.25806451612903,39,"May",11212,34.7841598287549
"63040","Kelmis","Liège","Wallonia",6,0.3,9,"June",11212,8.02711380663575
"63040","Kelmis","Liège","Wallonia",7,0.903225806451613,28,"July",11212,24.9732429539779
"63040","Kelmis","Liège","Wallonia",8,1.38709677419355,43,"August",11212,38.3517659650375
"63040","Kelmis","Liège","Wallonia",9,3.66666666666667,110,"September",11212,98.1091687477702
"63040","Kelmis","Liège","Wallonia",10,3.7741935483871,117,"October",11212,104.352479486265
"63040","Kelmis","Liège","Wallonia",11,11.6,348,"November",11212,310.381733856582
"63040","Kelmis","Liège","Wallonia",12,6.4516129032258,200,"December",11212,178.380306814128
"63045","Lierneux","Liège","Wallonia",1,0.870967741935484,27,"January",3575,75.5244755244755
"63045","Lierneux","Liège","Wallonia",2,0.821428571428572,23,"February",3575,64.3356643356643
"63045","Lierneux","Liège","Wallonia",3,1.35483870967742,42,"March",3575,117.482517482517
"63045","Lierneux","Liège","Wallonia",4,1.03333333333333,31,"April",3575,86.7132867132867
"63045","Lierneux","Liège","Wallonia",5,1.61290322580645,50,"May",3575,139.86013986014
"63045","Lierneux","Liège","Wallonia",6,0.5,15,"June",3575,41.958041958042
"63045","Lierneux","Liège","Wallonia",7,0.129032258064516,4,"July",3575,11.1888111888112
"63045","Lierneux","Liège","Wallonia",8,0.580645161290323,18,"August",3575,50.3496503496503
"63045","Lierneux","Liège","Wallonia",9,1.6,48,"September",3575,134.265734265734
"63045","Lierneux","Liège","Wallonia",10,2.48387096774194,77,"October",3575,215.384615384615
"63045","Lierneux","Liège","Wallonia",11,4.06666666666667,122,"November",3575,341.258741258741
"63045","Lierneux","Liège","Wallonia",12,2.58064516129032,80,"December",3575,223.776223776224
"63046","Limburg","Liège","Wallonia",1,0.548387096774193,17,"January",5905,28.7891617273497
"63046","Limburg","Liège","Wallonia",2,0.535714285714286,15,"February",5905,25.4022015241321
"63046","Limburg","Liège","Wallonia",3,1.16129032258065,36,"March",5905,60.965283657917
"63046","Limburg","Liège","Wallonia",4,1.83333333333333,55,"April",5905,93.1414055884843
"63046","Limburg","Liège","Wallonia",5,2.29032258064516,71,"May",5905,120.237087214225
"63046","Limburg","Liège","Wallonia",6,0.133333333333333,4,"June",5905,6.77392040643522
"63046","Limburg","Liège","Wallonia",7,0.709677419354839,22,"July",5905,37.2565622353937
"63046","Limburg","Liège","Wallonia",8,1.58064516129032,49,"August",5905,82.9805249788315
"63046","Limburg","Liège","Wallonia",9,2.73333333333333,82,"September",5905,138.865368331922
"63046","Limburg","Liège","Wallonia",10,4.67741935483871,145,"October",5905,245.554614733277
"63046","Limburg","Liège","Wallonia",11,5.83333333333333,175,"November",5905,296.359017781541
"63046","Limburg","Liège","Wallonia",12,3.29032258064516,102,"December",5905,172.734970364098
"63048","Lontzen","Liège","Wallonia",1,0.741935483870968,23,"January",5833,39.4308246185496
"63048","Lontzen","Liège","Wallonia",2,0.892857142857143,25,"February",5833,42.8595919766844
"63048","Lontzen","Liège","Wallonia",3,0.870967741935484,27,"March",5833,46.2883593348191
"63048","Lontzen","Liège","Wallonia",4,1.5,45,"April",5833,77.1472655580319
"63048","Lontzen","Liège","Wallonia",5,1.67741935483871,52,"May",5833,89.1479513115035
"63048","Lontzen","Liège","Wallonia",6,0.2,6,"June",5833,10.2863020744043
"63048","Lontzen","Liège","Wallonia",7,0.161290322580645,5,"July",5833,8.57191839533688
"63048","Lontzen","Liège","Wallonia",8,1.38709677419355,43,"August",5833,73.7184981998971
"63048","Lontzen","Liège","Wallonia",9,1.66666666666667,50,"September",5833,85.7191839533688
"63048","Lontzen","Liège","Wallonia",10,2.64516129032258,82,"October",5833,140.579461683525
"63048","Lontzen","Liège","Wallonia",11,5.6,168,"November",5833,288.016458083319
"63048","Lontzen","Liège","Wallonia",12,5.61290322580645,174,"December",5833,298.302760157723
"63049","Malmedy","Liège","Wallonia",1,2.19354838709677,68,"January",12797,53.1374540908025
"63049","Malmedy","Liège","Wallonia",2,2.25,63,"February",12797,49.2302883488318
"63049","Malmedy","Liège","Wallonia",3,2.29032258064516,71,"March",12797,55.481753535985
"63049","Malmedy","Liège","Wallonia",4,3.4,102,"April",12797,79.7061811362038
"63049","Malmedy","Liège","Wallonia",5,1.80645161290323,56,"May",12797,43.7602563100727
"63049","Malmedy","Liège","Wallonia",6,0.733333333333334,22,"June",12797,17.1915292646714
"63049","Malmedy","Liège","Wallonia",7,1.35483870967742,42,"July",12797,32.8201922325545
"63049","Malmedy","Liège","Wallonia",8,2.83870967741935,88,"August",12797,68.7661170586856
"63049","Malmedy","Liège","Wallonia",9,7.46666666666667,224,"September",12797,175.041025240291
"63049","Malmedy","Liège","Wallonia",10,8.74193548387097,271,"October",12797,211.768383214816
"63049","Malmedy","Liège","Wallonia",11,15.8666666666667,476,"November",12797,371.962178635618
"63049","Malmedy","Liège","Wallonia",12,11.6774193548387,362,"December",12797,282.878799718684
"63057","Olne","Liège","Wallonia",1,0.451612903225807,14,"January",4036,34.6878097125867
"63057","Olne","Liège","Wallonia",2,0.964285714285714,27,"February",4036,66.8979187314172
"63057","Olne","Liège","Wallonia",3,0.645161290322581,20,"March",4036,49.5540138751239
"63057","Olne","Liège","Wallonia",4,1.13333333333333,34,"April",4036,84.2418235877106
"63057","Olne","Liège","Wallonia",5,0.96774193548387,30,"May",4036,74.3310208126858
"63057","Olne","Liège","Wallonia",6,0,0,"June",4036,0
"63057","Olne","Liège","Wallonia",7,0.354838709677419,11,"July",4036,27.2547076313181
"63057","Olne","Liège","Wallonia",8,0.935483870967742,29,"August",4036,71.8533201189296
"63057","Olne","Liège","Wallonia",9,0.966666666666667,29,"September",4036,71.8533201189296
"63057","Olne","Liège","Wallonia",10,2.32258064516129,72,"October",4036,178.394449950446
"63057","Olne","Liège","Wallonia",11,4.36666666666667,131,"November",4036,324.578790882061
"63057","Olne","Liège","Wallonia",12,3.80645161290323,118,"December",4036,292.368681863231
"63058","Pepinster","Liège","Wallonia",1,1.32258064516129,41,"January",9693,42.2985659754462
"63058","Pepinster","Liège","Wallonia",2,1.39285714285714,39,"February",9693,40.2352212937171
"63058","Pepinster","Liège","Wallonia",3,1.35483870967742,42,"March",9693,43.3302383163107
"63058","Pepinster","Liège","Wallonia",4,2.76666666666667,83,"April",9693,85.6288042917569
"63058","Pepinster","Liège","Wallonia",5,2,62,"May",9693,63.9636851336016
"63058","Pepinster","Liège","Wallonia",6,0.533333333333333,16,"June",9693,16.5067574538327
"63058","Pepinster","Liège","Wallonia",7,0.838709677419355,26,"July",9693,26.8234808624781
"63058","Pepinster","Liège","Wallonia",8,1.7741935483871,55,"August",9693,56.7419787475498
"63058","Pepinster","Liège","Wallonia",9,3.96666666666667,119,"September",9693,122.76900856288
"63058","Pepinster","Liège","Wallonia",10,4.38709677419355,136,"October",9693,140.307438357578
"63058","Pepinster","Liège","Wallonia",11,8.06666666666667,242,"November",9693,249.664706489219
"63058","Pepinster","Liège","Wallonia",12,6.12903225806452,190,"December",9693,196.017744764263
"63061","Raeren","Liège","Wallonia",1,2,62,"January",10818,57.3118875947495
"63061","Raeren","Liège","Wallonia",2,1,28,"February",10818,25.8827879460159
"63061","Raeren","Liège","Wallonia",3,0.96774193548387,30,"March",10818,27.7315585135885
"63061","Raeren","Liège","Wallonia",4,1.83333333333333,55,"April",10818,50.8411906082455
"63061","Raeren","Liège","Wallonia",5,2.09677419354839,65,"May",10818,60.0850434461083
"63061","Raeren","Liège","Wallonia",6,0.466666666666667,14,"June",10818,12.941393973008
"63061","Raeren","Liège","Wallonia",7,0.774193548387097,24,"July",10818,22.1852468108708
"63061","Raeren","Liège","Wallonia",8,0.870967741935484,27,"August",10818,24.9584026622296
"63061","Raeren","Liège","Wallonia",9,1.43333333333333,43,"September",10818,39.7485672028101
"63061","Raeren","Liège","Wallonia",10,4.93548387096774,153,"October",10818,141.430948419301
"63061","Raeren","Liège","Wallonia",11,9.83333333333333,295,"November",10818,272.693658716953
"63061","Raeren","Liège","Wallonia",12,4.61290322580645,143,"December",10818,132.187095581438
"63067","Sankt Vith","Liège","Wallonia",1,3.2258064516129,100,"January",9779,102.25994477963
"63067","Sankt Vith","Liège","Wallonia",2,1.96428571428571,55,"February",9779,56.2429696287964
"63067","Sankt Vith","Liège","Wallonia",3,2.03225806451613,63,"March",9779,64.4237652111668
"63067","Sankt Vith","Liège","Wallonia",4,3.16666666666667,95,"April",9779,97.1469475406483
"63067","Sankt Vith","Liège","Wallonia",5,1.61290322580645,50,"May",9779,51.1299723898149
"63067","Sankt Vith","Liège","Wallonia",6,0.4,12,"June",9779,12.2711933735556
"63067","Sankt Vith","Liège","Wallonia",7,0.580645161290323,18,"July",9779,18.4067900603334
"63067","Sankt Vith","Liège","Wallonia",8,1.09677419354839,34,"August",9779,34.7683812250741
"63067","Sankt Vith","Liège","Wallonia",9,4.6,138,"September",9779,141.118723795889
"63067","Sankt Vith","Liège","Wallonia",10,13.258064516129,411,"October",9779,420.288373044279
"63067","Sankt Vith","Liège","Wallonia",11,12.7666666666667,383,"November",9779,391.655588505982
